티커종목코드,평균_변동성_10_90,가격_변동성_평가
WM          ,112055.28015421875,Moderate Volatility
WMB         ,30398.510819375002,Moderate Volatility
WMG         ,16236.731249999997,Moderate Volatility
WMT         ,41393.78731796875,Moderate Volatility
WOLF        ,75949.26691515624,Moderate Volatility
WOOF        ,25587.31162640625,Moderate Volatility
WPC         ,22456.57268609375,Moderate Volatility
WSR         ,5517.9241571875,Moderate Volatility
WTI         ,5425.429057812499,Moderate Volatility
WTRG        ,7230.385421875,Moderate Volatility
WTTR        ,6956.114484375001,Moderate Volatility
WU          ,6298.112514218749,Moderate Volatility
WULF        ,4922.81144296875,Moderate Volatility
WY          ,6362.008642499999,Moderate Volatility
WYNN        ,39861.1489375,Moderate Volatility
X           ,29830.794921875,Moderate Volatility
XBI         ,34764.2979315625,Moderate Volatility
XEL         ,13346.659870625006,Moderate Volatility
XERS        ,7437.28549703125,Moderate Volatility
XFOR        ,1952.07399234375,Moderate Volatility
XLE         ,66396.8115865625,Moderate Volatility
XLF         ,11219.99585125,Moderate Volatility
XLK         ,167966.74338765626,High Volatility
XLP         ,28124.318538124997,Moderate Volatility
XLRE        ,9375.744196562502,Moderate Volatility
XLU         ,17830.36712453125,Moderate Volatility
XLV         ,71376.44163140625,Moderate Volatility
XOM         ,108081.01464875,Moderate Volatility
XOMO        ,1514.826003749999,Moderate Volatility
XRX         ,6910.871979531251,Moderate Volatility
XYL         ,84762.30921875,Moderate Volatility
XYLD        ,4804.878178281252,Moderate Volatility
YETI        ,49154.24,Moderate Volatility
YINN        ,89872.26536140624,Moderate Volatility
YMAX        ,1768.7786243749997,Moderate Volatility
YUM         ,73010.132845625,Moderate Volatility
Z           ,94092.55700812499,Moderate Volatility
ZG          ,99238.3156446875,Moderate Volatility
ZI          ,38263.76364671875,Moderate Volatility
ZIM         ,56581.61007859375,Moderate Volatility
ZM          ,369434.4098965625,High Volatility
ZS          ,193375.37296875,High Volatility
ZTS         ,68120.66927375,Moderate Volatility
ZUO         ,7108.2563115625,Moderate Volatility
ZURA        ,30331.534314687502,Moderate Volatility
ZVRA        ,14115.9185709375,Moderate Volatility
ZYME        ,35307.31025765625,Moderate Volatility
